	header	desc	author	date
395	What To Expect From Boston Scientific Stock Following Q1 Earnings?	Revenues expected to be slightly above the consensus estimates Trefis estimates Boston Scientific’s Q1 2022 revenues to be around $3.0 billion, slightly above the $2.9 billion consensus estimate.	Trefis Team	Apr 26, 2022
396	Will Elon Musk’s $150 Billion Tesla Margin Debt Benefit Bill Gates?	To complete his $44 billion Twitter deal, Musk's margin loans could top $150 billion — eroding Tesla shares and further enriching Bill Gates	Peter Cohan	Apr 26, 2022
397	Will Caterpillar Stock Rise After Its Q1 Earnings?	Our forecast indicates that CAT stock has more room for growth from its current levels, as we discuss below.	Trefis Team	Apr 26, 2022
398	Here's Why Millennials Are Shelling Out Big Racks For Fine Art Work	Catalyzed by higher incomes and the ubiquitousness of the internet, millennials are purchasing more art than the generations before them. In the last two years, 22-37 year old adults bought almost half of the artwork priced at $1 million or more.	Kori Hale	Apr 26, 2022
399	SAP’s Q1 Results Were Mixed, But The Stock Still Looks Like A Buy	SAP also says that its current cloud backlog stood at 9.73 billion euros ($10.5 billion), up 23% year-over-year in constant currency.	Trefis Team	Apr 26, 2022
400	Student Loan Cancellation: Why Less Student Loan Forgiveness Is Better	New research shows that less student loan forgiveness may be better than more student loan forgiveness. Here's why.	Zack Friedman	Apr 26, 2022
401	3 ‘Rate-Resistant’ Funds Yielding 8.6%+	We want dividends that keep us ahead of rising prices while hedging us against volatility.	Michael Foster	Apr 26, 2022
402	Coinbase NFT Partner 0x Labs Raises $70 Million From Greylock Partners, Jump Crypto, and Jared Leto	Following the successful integration with Coinbase’s newly launched NFT marketplace, the San-Francisco-based startup plans to dabble further into the NFT tech and decentralized finance.	Nina Bambysheva	Apr 26, 2022
403	Verizon Posts A Tough Q1. What Next?	Adjusted EPS declined to $1.35 per share, from $1.36 in Q1 2021 and Verizon now expects full-year earnings for 2022 to come in at the lower end of the previously guided range of $5.40 to $5.55.	Trefis Team	Apr 26, 2022
404	Family Offices Rush To Hire Legal Counsel In Time For Regulation	Now, the US Treasury Department has proposed that corporations and LLC’s disclose their name, date of birth, address and proof of identification in a bid to combat money laundering which only adds further concern to Family Offices who are claiming they will be susceptible to theft, fraud and kidnap.	Paul Westall	Apr 26, 2022
405	Do Strong Q1 Results Set IBM Stock Up For A Rally?	IBM posted a stronger than expected set of Q1 2022 results, with revenue growing by 8% year-over-year to $14.2 billion, and adjusted earnings per share rising 25% year-over-year to $1.40.	Trefis Team	Apr 26, 2022
406	Why We’re Revisiting Our Stance On Tesla Stock	While revenue growth was led primarily by surging deliveries of the Model 3 and Y vehicles (total deliveries were up 68% versus Q1 2021), Tesla also boosted its average selling price per vehicle by 10% year-over-year to around $54,000 as it prioritized deliveries of more premium trims and ramped ...	Trefis Team	Apr 26, 2022
407	After An 80% Correction, Rivian Stock Is Still A Risky Bet	Rivian stock has now seen a sizeable correction, falling by over 65% year-to-date and by almost 80% from all-time highs, and currently trades at about $34 per share, with a market cap of around $30 billion.	Trefis Team	Apr 26, 2022
408	Europe Faces Higher Recession Risks Than U.S.A.	Europe's reliance on imported energy is just part of the story.	Simon Constable	Apr 26, 2022
409	Charging Order Against Out-Of-State LLCs Allowed In AVT	The U.S. District Court for the District of Utah has issued a charging order against four out-of-state LLCs overruling arguments that the court lacked personal jurisdiction over those LLCs	Jay Adkisson	Apr 26, 2022
410	Singapore’s GIC Buying Stake In London’s Paddington Central Office Complex For $885 Million	Singaporean sovereign wealth fund GIC has agreed to buy a 75% stake in British Land’s Paddington Central office complex in London for 694 million pounds ($885 million), adding to signs of growing Asian investor appetite for real estate assets in the European financial hub.	Jonathan Burgos	Apr 26, 2022
411	Getting Ready For The Dovish Pivot From The Fed	"With the new found love of the elusive ""neutral"" rate, investors should be getting prepared for increased volatility and tail risks, and short term Treasuries are again providing safety and yield."	Vineer Bhansali	Apr 25, 2022
412	Credit Card Rewards Can Take A Little Sting Out Of Sky-High Gas Prices	The benefit of using credit cards for your gasoline purchases	Bill Hardekopf	Apr 25, 2022
413	Money Moves When Retiring In Times Of Rising Inflation	Healthcare, housing, travel, and even supporting adult children – all of these expenses and more are subject to inflation. Here is what it takes to plan for inflation when thinking about retirement.	Winnie Sun	Apr 25, 2022
414	Strike Now On I Bonds	With inflation jumping in recent months the anticipated yield will be 9.62%, certainly better than any other guaranteed investment I can think of in this current environment.	David Kudla	Apr 25, 2022
415	A Socialist Takeover Of Colombia Would Devastate Its Economy	Crude oil represents about half of Colombia's total exports and around 10% of its national income. That revenue could disappear overnight, with no replacement to pick up the slack.	Frank Holmes	Apr 25, 2022
416	Powell’s Plan To Exorcise Inflation Echoes Early 1980s Volcker Crusade	Stocks suffered collateral damage while Volcker waged war on inflation, gaining no ground the first three years of his chairmanship, but in August 1982, the market began an epic bull run that would gallop for the next 18 years.	John Dobosz	Apr 25, 2022
417	Amazon.com Reports After The Close On 4/28 -- Options Contracts Expire The Next Day	According to NextEarningsDate.com, the Amazon.com AMZN next earnings date is projected to be 4/28 after the close, with earnings estimates of $8.13/share on $116.29 Billion of revenue.	Dividend Channel	Apr 25, 2022
418	Apple Reports After The Close On 4/28 -- Options Contracts Expire The Next Day	According to NextEarningsDate.com, the Apple﻿AAPL﻿ AAPL next earnings date is projected to be 4/28 after the close, with earnings estimates of $1.43/share on $94.02 Billion of revenue	Dividend Channel	Apr 25, 2022
419	Bears Winning: Sentiment Stinks	That should make bullish contrarian investors happy.	Simon Constable	Apr 25, 2022
420	Even More Defense Spending To Come After The Mid-Term Vote, Report	If you think defense spending is booming now, just wait until next year.	Simon Constable	Apr 25, 2022
421	Cosmetics Giant Looks Like A Beauty For Investors	Consumerism is alive and well. Retail spending remains surprisingly robust. And teens are leading a culture shift toward convenience, leisure and health consciousness. Investors should consider buying Ulta Beauty (ULTA).	Jon Markman	Apr 25, 2022
422	Twitter Stock Jumps Over 5% After Company Accepts Elon Musk’s Buyout Offer	Twitter could announce a deal by later today.	Sergei Klebnikov	Apr 25, 2022
423	Here’s Why Logitech Stock Has Almost Doubled Since 2018 End	Logitech’s Total Revenue has grown 125% from $2.6 billion in 2018 to $5.8 billion on an LTM basis Logitech’s total revenue has seen a steady rise over the past few years, with a gradual increase from $2.6 billion in FY ’18 to $5.3 billion in FY ’21, and currently stands even higher at $5.8 billio...	Trefis Team	Apr 25, 2022
424	9 Sin Stocks For Your Watchlist: Alcohol, Cannabis & Casinos	Here are the nine sin stocks (alcohol stocks, cannabis stocks, gambling stocks, sports betting stocks, etc.) to keep on your radar: MGM: More Than a Casino Stock You could say that MGM Resorts International (MGM) is a global leader in the entertainment industry, but that would be putting it lightly.	MoneyShow	Apr 25, 2022
425	Elon Musk Slams ‘Shameless Puppets’ At SEC As New Texts Reveal Feud Around ‘Funding Secured’ Tweet Saga	“You are throwing me under the bus,” Musk told the head of Saudi Arabia’s sovereign wealth fund amid discussions to take Tesla private in 2018.	Jonathan Ponciano	Apr 25, 2022
426	5 Fantastic Dividends Yielding Up To 25%	We’ll talk 25% dividends in a moment. First, let’s address the fixed-income elephant in the room.	Brett Owens	Apr 25, 2022
427	Why Did Investors Turn Bearish On Vail Resorts Stock?	Vail’s mountain and lodging services account for 85% and 15% of total revenues, respectively.	Trefis Team	Apr 25, 2022
428	Investors Fear Beijing Lockdown After Testing	Asian markets followed the US’ steep Friday sell-off lower as all markets closed down except for the Philippines, which gained +0.32%, and Australia, which was closed.	Brendan Ahern	Apr 25, 2022
429	Capital One And 4 Other ‘Old Faithful’ Stock Buys	These stocks have had a return on equity greater than 15% along with earnings growth averaging 10% or better the past five years.	John Dorfman	Apr 25, 2022
430	Currency Volatility: China, Japan And Switzerland	The dollar’s rapid rise against the Japanese yen and a basket of other large country currencies has led to fresh suggestions that governments may intervene to support their local currencies. For investors who like currency volatility, here are areas of interest; for those who don’t, beware.	John Kicklighter	Apr 25, 2022
431	If You Think Netflix Was Bad, Watch Out For These 300 Stocks		Oliver Renick	Apr 25, 2022
432	7 Ways To Make The Best Use Of Your Tax Refund	Did you get a tax refund for 2021? The average is about $3,000 this year. No matter how much you got, the key is to make the best use of it. Here are some options to consider in general order of priority:	Erik Carter	Apr 25, 2022
433	After Consistently Underperforming The S&P, Verisign Stock Looks Set To Bounce Back	If you look at the change over the last five and ten days, too, the stock has lost 0.4% and 2.5% respectively, underperforming the broader markets on both occasions.	Trefis Team	Apr 25, 2022
434	Will Congress Finally Reform Opportunity Zones?	Marie Sapirie examines how areas designated Opportunity Zones could retain, be stripped of, or gain that status under the proposed Opportunity Zones Transparency, Extension, and Improvement Act.	Marie Sapirie	Apr 25, 2022
435	The Open Road To The Metaverse	How can payments providers and their technology partners help create more open, and more secure, virtual environments – and what’s in it for them?	Martin Boyd	Apr 25, 2022
436	Tesla Billionaire Elon Musk Has Suddenly Sent The Price Of ‘Joke’ Bitcoin Rival Dogecoin Sharply Higher	Dogecoin﻿﻿, the meme-based, tongue-in-cheek bitcoin rival that's a favorite of Tesla﻿ billionaire Elon Musk, has suddenly leaped higher—even as the bitcoin price dives...	Billy Bambrough	Apr 25, 2022
437	Proceed With Caution With Flashing Yellow Lights When It Comes To The Economy	When you google “economy” today there are two competing narratives happening; there are the positive metrics showing job growth and high liquidity, and then there are the headlines about a possible recession.	Frank Sorrentino	Apr 25, 2022
438	Procter & Gamble Named Top 25 SAFE Dividend Stock Increasing Payments For Decades	Procter & Gamble has been named to the Dividend Channel ''S.A.F.E. 25'' list, signifying a stock with above-average ''DividendRank'' statistics including a strong 2.3% yield	Dividend Channel	Apr 25, 2022
439	Is Adobe Stock Attractive At Current Levels?	The company posted better than expected results in the first quarter of FY2022 (FY ends on Friday closest to November 30), with revenues increasing 9% y-o-y to $4.2 billion.	Trefis Team	Apr 25, 2022
440	Note To Paul Krugman: Wage-Price Spiral Could Send Rates Above 8%	With prices and wages rising faster than they have since the 1970s, I challenge Paul Krugman to provide more evidence that a wage-price spiral will not drive the Fed to raise rates above inflation	Peter Cohan	Apr 25, 2022
441	Why High Net Worth Investors Aren’t Flying Under The Radar Anymore	The world of single-family offices and high-net-worth families can feel like a secret one.	April Rudin	Apr 25, 2022
